,date,totalContributions,totalValue,CLOS_OMW_Baring_UK_Growth_Price,OMW_Fidelity_European_Price,OMW_Jupiter_UK_Growth_Price,OMW_Newton_UK_Equity_Price,SK_INVESCOPerp_Eur_Grwth_Price,SUSP_OMW_Fidelity_Global_Focus_Price,OMW_Fidelity_Gbl_Special_Sits_Price,OMW_Fidelity_Special_Sits_Price,OMW_Invesco_Europn_Equity_(UK),CLOS_BlackRock_Gold_&_General_Price,CLOS_OMW_OM_Voyager_Alt_Inv_Price,CLOS_SK_Threadneedle_Am_Select_Price,Invesco_Corp_Bond_(UK)_Price,OMW_Invesco_High_Income_(UK)_Price,OMW_Invesco_Japan_(UK)_Price,OMW_M&G_Corporate_Bond_Price,OMW_Stewart_Inv_Asia_Pac_Ldrs_Price,OMW_Stewart_Inv_Gbl_Em_Mk_Ldrs_Price,OMW_QI_US_Equity_Growth_JPM_Price,OMW_QI_Prec_Met_Eq_BlackRock_Price,OMW_QI_Inv_Grd_Cp_Bd_Inv_Price,OMW_AXA_Framlington_Health_Price
110,05/09/2010,121978.62,156789.67,0.0,0.0,25634.95,25634.95,0.0,0.0,0.0,0.0,18074.35,5955.65,4699.05,19521.71,17329.7,20408.99,10468.11,17465.92,8095.1,9136.14,0.0,0.0,0.0,0.0
111,05/10/2010,121978.62,161382.75,0.0,0.0,26488.83,26488.83,0.0,0.0,0.0,0.0,18766.38,6422.9,4751.56,20633.54,17531.61,20812.84,10241.64,17620.29,8521.44,9591.72,0.0,0.0,0.0,0.0
112,05/11/2010,121978.62,165457.57,0.0,0.0,27324.15,27324.15,0.0,0.0,0.0,0.0,19866.45,6572.85,4798.8,21383.38,17722.29,21607.24,10333.9,17521.06,8652.62,9674.83,0.0,0.0,0.0,0.0
113,05/12/2010,121978.62,164714.39,0.0,0.0,27045.72,27045.72,0.0,0.0,0.0,0.0,18552.24,6889.31,4772.56,22495.22,17060.51,20974.91,11315.28,16925.63,8786.55,9896.46,0.0,0.0,0.0,0.0
114,05/01/2011,121978.62,171525.65,0.0,0.0,28567.84,28567.84,0.0,0.0,0.0,0.0,19823.62,7174.3,4840.82,23477.77,17105.37,21854.34,12003.09,17002.81,9262.09,10413.6,0.0,0.0,0.0,0.0
115,05/02/2011,121978.62,168629.4,0.0,0.0,28218.41,28218.41,0.0,0.0,0.0,0.0,20186.46,6308.52,4841.38,23221.44,17219.16,21353.13,11811.61,16905.15,8891.46,9672.68,0.0,0.0,0.0,0.0
116,05/03/2011,121978.62,170068.45,0.0,0.0,28255.55,28255.55,0.0,0.0,0.0,0.0,20436.7,6706.22,4867.63,23583.46,17477.17,21686.6,11912.27,17070.55,8568.94,9503.36,0.0,0.0,0.0,0.0
117,05/04/2011,121978.62,171595.86,0.0,0.0,28255.55,28255.55,0.0,0.0,0.0,0.0,20835.74,6640.76,4925.39,24307.52,17611.77,22037.35,10612.0,17280.08,9044.53,10045.17,0.0,0.0,0.0,0.0
118,05/05/2011,121978.62,172996.54,0.0,0.0,28404.07,28404.07,0.0,0.0,0.0,0.0,21286.64,6454.35,4962.14,23971.35,17892.22,22842.47,10695.88,17544.74,8989.86,9952.82,0.0,0.0,0.0,0.0
119,05/06/2011,121978.62,171925.4,0.0,0.0,27995.64,27995.64,0.0,0.0,0.0,0.0,20792.9,6375.63,4925.39,23712.76,17959.53,23138.76,10284.82,17754.26,9063.67,9922.04,0.0,0.0,0.0,0.0
120,05/07/2011,121978.62,174396.39,0.0,0.0,28571.14,28571.14,0.0,0.0,0.0,0.0,20930.43,6271.24,4888.63,24695.41,17836.13,23195.89,10888.83,17610.91,9268.66,10239.12,0.0,0.0,0.0,0.0
121,05/08/2011,121978.62,164847.1,0.0,0.0,25600.78,25600.78,0.0,0.0,0.0,0.0,17954.53,6646.56,4830.88,22678.4,17757.61,22248.6,10041.54,18173.3,9063.67,9851.23,0.0,0.0,0.0,0.0
122,05/09/2011,121978.62,160189.52,0.0,0.0,24802.5,24802.5,0.0,0.0,0.0,0.0,16897.19,7084.04,4778.36,21618.18,17207.94,22021.41,9278.15,18052.0,8724.74,9725.01,0.0,0.0,0.0,0.0
123,05/10/2011,121978.62,151380.13,0.0,0.0,22314.82,22314.82,0.0,0.0,0.0,0.0,15210.85,6092.27,4563.07,20764.82,16433.91,21653.39,9135.54,18206.39,7975.8,9029.27,0.0,0.0,0.0,0.0
124,05/11/2011,121978.62,160855.4,0.0,0.0,25099.53,25099.53,0.0,0.0,0.0,0.0,16653.71,6468.43,4704.85,22781.83,17084.54,22695.0,8976.15,18393.86,8454.13,9543.37,0.0,0.0,0.0,0.0
125,05/12/2011,121978.62,162385.66,0.0,0.0,25322.32,25322.32,0.0,0.0,0.0,0.0,16606.37,6584.42,4683.85,23764.47,16590.96,23005.89,9269.77,18107.14,8694.67,9755.8,0.0,0.0,0.0,0.0
126,05/01/2012,121978.62,163818.91,0.0,0.0,25600.78,25600.78,0.0,0.0,0.0,0.0,16646.95,6091.44,4689.09,23842.06,16949.93,23923.95,9219.43,18559.27,8552.53,9743.48,0.0,0.0,0.0,0.0
127,05/02/2012,121978.62,169169.28,0.0,0.0,27090.55,27090.55,0.0,0.0,0.0,0.0,17549.55,6432.95,4815.82,24673.86,17671.08,23291.24,9766.18,18827.32,8917.39,10133.34,0.0,0.0,0.0,0.0
128,05/03/2012,121978.62,174700.37,0.0,0.0,28148.92,28148.92,0.0,0.0,0.0,0.0,18070.42,6281.3,4889.34,25915.31,18041.33,24161.61,10420.61,19047.9,9245.44,10478.19,0.0,0.0,0.0,0.0
129,05/04/2012,121978.62,173963.03,0.0,0.0,27684.72,27684.72,0.0,0.0,0.0,0.0,17533.76,5489.1,4852.57,26742.95,18041.33,24548.28,10378.66,19058.93,9160.69,10472.04,0.0,0.0,0.0,0.0
130,05/05/2012,121978.62,170882.43,0.0,0.0,27963.24,27963.24,0.0,0.0,0.0,0.0,16464.97,5290.21,4779.05,25786.0,18086.21,24445.97,9464.13,19081.0,9065.01,10456.64,0.0,0.0,0.0,0.0
131,05/06/2012,121978.62,163439.91,0.0,0.0,26125.02,26125.02,0.0,0.0,0.0,0.0,14945.19,5034.99,4632.0,24880.77,17760.84,23611.48,8792.91,19191.29,8578.41,9887.01,0.0,0.0,0.0,0.0
132,05/07/2012,121978.62,170923.03,0.0,0.0,27573.31,27573.31,0.0,0.0,0.0,0.0,16192.12,5245.47,4653.02,25786.0,18119.87,24998.75,9371.84,19433.94,9045.88,10502.83,0.0,0.0,0.0,0.0
133,05/08/2012,121978.62,172356.06,0.0,0.0,27740.42,27740.42,0.0,0.0,0.0,0.0,16097.42,5006.81,4663.51,25915.31,18546.21,25422.63,8834.87,20051.59,9321.98,10755.31,0.0,0.0,0.0,0.0
134,05/09/2012,121978.62,173592.51,0.0,0.0,28093.21,28093.21,0.0,0.0,0.0,0.0,16767.12,5274.47,4789.56,26173.95,18793.05,25093.09,8415.36,20161.88,9275.51,10755.31,0.0,0.0,0.0,0.0
135,05/10/2012,121978.62,177632.59,0.0,0.0,28984.47,28984.47,0.0,0.0,0.0,0.0,17560.83,5810.61,4700.28,26199.81,19342.82,25632.58,8348.24,20128.8,9808.58,11115.57,0.0,0.0,0.0,0.0
136,05/11/2012,121978.62,177095.28,0.0,0.0,28910.2,28910.2,0.0,0.0,0.0,0.0,17660.04,5723.61,4658.26,25837.72,19668.19,25095.75,8457.31,20194.97,9841.39,11047.84,0.0,0.0,0.0,0.0
137,05/12/2012,121978.62,178861.26,0.0,0.0,29281.55,29281.55,0.0,0.0,0.0,0.0,18092.97,5286.9,4663.51,25786.0,19948.68,25544.88,8893.6,20316.3,9909.74,11137.13,0.0,0.0,0.0,0.0
138,05/01/2013,121978.62,184246.91,0.0,0.0,29931.43,29931.43,0.0,0.0,0.0,0.0,19042.26,5347.39,4716.03,27001.59,20229.17,25676.43,10185.69,20327.32,10196.77,11592.83,0.0,0.0,0.0,0.0
139,05/02/2013,121978.62,190653.08,0.0,0.0,31203.47,31203.47,0.0,0.0,0.0,0.0,20593.01,5058.9,4822.46,28458.52,20245.98,26768.69,10818.21,20289.03,10481.46,11913.35,0.0,0.0,0.0,0.0
140,05/03/2013,121978.62,195682.07,0.0,0.0,32150.72,32150.72,0.0,0.0,0.0,0.0,20687.74,4643.61,4796.19,0.0,20425.54,27845.34,11758.19,20564.86,10869.76,12316.83,29623.29,0.0,0.0,0.0
141,05/04/2013,121978.62,197232.2,0.0,0.0,32875.08,32875.08,0.0,0.0,0.0,0.0,20613.31,4268.1,4790.94,0.0,20504.11,28935.28,11691.04,20785.5,10790.46,12172.07,29806.31,0.0,0.0,0.0
142,05/05/2013,121978.62,198336.48,0.0,0.0,32522.19,32522.19,0.0,0.0,0.0,0.0,21138.85,0.0,4817.21,0.0,21020.36,29388.54,12605.85,21248.87,10779.52,12079.67,28969.64,3765.78,0.0,0.0
143,05/06/2013,121978.62,201769.65,0.0,0.0,33283.7,33283.7,0.0,0.0,0.0,0.0,22248.57,0.0,4822.46,0.0,0.0,29918.89,12714.96,20862.73,10771.32,12045.79,30616.83,3755.84,20728.56,0.0
144,05/07/2013,121978.62,197205.95,0.0,0.0,32187.87,32187.87,0.0,0.0,0.0,0.0,21565.15,0.0,4701.63,0.0,0.0,29831.16,13042.28,20300.06,10221.68,11639.24,30407.66,3074.46,20234.76,0.0
145,05/08/2013,121978.62,205865.25,0.0,0.0,33506.58,33506.58,0.0,0.0,0.0,0.0,23861.28,0.0,4775.18,0.0,0.0,30875.91,13050.67,20509.69,10694.75,12113.55,32525.48,3391.94,20560.22,0.0
146,05/09/2013,121978.62,199201.95,0.0,0.0,32596.48,32596.48,0.0,0.0,0.0,0.0,22997.41,0.0,4701.63,0.0,0.0,29976.04,12471.57,20322.14,10016.59,11352.8,30642.98,3653.87,20470.44,0.0
147,05/10/2013,121978.62,201776.52,0.0,0.0,32707.93,32707.93,0.0,0.0,0.0,0.0,24298.85,0.0,4748.92,0.0,0.0,30099.66,12463.18,20575.89,10254.49,11648.48,31218.19,3110.93,20650.0,0.0
148,05/11/2013,121978.62,208406.57,0.0,0.0,33989.49,33989.49,0.0,0.0,0.0,0.0,25681.49,0.0,4801.44,0.0,0.0,31006.17,12647.81,20884.8,10517.0,11971.88,32786.94,3144.09,20975.46,0.0
149,05/12/2013,121978.62,204822.2,0.0,0.0,33339.42,33339.42,0.0,0.0,0.0,0.0,24876.26,0.0,4738.41,0.0,0.0,30798.82,12790.49,20796.53,10076.75,11392.83,32473.19,2642.59,20896.91,0.0
150,05/01/2014,121978.62,208284.98,0.0,0.0,34546.7,34546.7,0.0,0.0,0.0,0.0,25780.74,0.0,4754.16,0.0,0.0,31467.4,12941.56,20564.86,9937.28,11223.43,33414.44,2723.83,20930.58,0.0
151,05/02/2014,121978.62,203290.42,0.0,0.0,33357.99,33357.99,0.0,0.0,0.0,0.0,25320.6,0.0,4691.12,0.0,0.0,30851.99,11632.3,21017.19,9494.3,10573.56,32211.73,2950.95,21188.69,0.0
152,05/03/2014,121978.62,211392.37,0.0,0.0,35401.08,35401.08,0.0,0.0,0.0,0.0,26849.85,0.0,4748.92,0.0,0.0,32617.15,11951.22,21138.55,9751.33,10712.16,33675.9,3222.84,21323.37,0.0
153,05/04/2014,121978.62,213109.54,0.0,0.0,35103.9,35103.9,0.0,0.0,0.0,0.0,27697.94,0.0,4785.68,0.0,0.0,32251.63,11951.22,21149.58,10240.81,11395.91,34094.23,3047.93,21390.71,0.0
154,05/05/2014,121978.62,209794.07,0.0,0.0,33896.63,33896.63,0.0,0.0,0.0,0.0,27183.68,0.0,4748.92,0.0,0.0,32609.18,11556.76,21326.1,10183.4,11448.28,32342.46,2995.72,21502.94,0.0
155,05/06/2014,121978.62,215155.02,0.0,0.0,34509.55,34509.55,0.0,0.0,0.0,0.0,27909.95,0.0,0.0,0.0,0.0,33332.26,12085.5,21579.85,10722.1,11771.67,33780.49,2862.26,21615.17,4986.22
156,05/07/2014,121978.62,215946.52,0.0,0.0,34416.69,34416.69,0.0,0.0,0.0,0.0,27594.18,0.0,0.0,0.0,0.0,33474.49,12362.46,21546.76,10730.3,11774.75,34015.8,3271.75,21648.84,5110.5
157,05/08/2014,121978.62,213094.79,0.0,0.0,33618.02,33618.02,0.0,0.0,0.0,0.0,26263.42,0.0,0.0,0.0,0.0,32558.68,12295.33,21789.48,11022.89,11968.8,33466.73,3297.44,21704.95,5109.05
158,05/09/2014,121978.62,222787.69,0.0,0.0,35939.71,35939.71,0.0,0.0,0.0,0.0,27332.54,0.0,0.0,0.0,0.0,33935.72,12563.89,22087.36,11766.69,12664.87,35898.3,3280.86,21850.85,5466.9
159,05/10/2014,121978.62,216935.53,0.0,0.0,34435.25,34435.25,0.0,0.0,0.0,0.0,26432.58,0.0,0.0,0.0,0.0,33207.32,12219.79,22021.16,11372.91,12048.87,35087.78,2868.06,21794.73,5447.08
160,05/11/2014,121978.62,219469.42,0.0,0.0,35178.19,35178.19,0.0,0.0,0.0,0.0,25821.33,0.0,0.0,0.0,0.0,33562.22,12412.82,22252.85,11698.32,12230.59,36133.61,2561.36,21805.95,5812.18
161,05/12/2014,121978.62,226703.53,0.0,0.0,36701.22,36701.22,0.0,0.0,0.0,0.0,27131.8,0.0,0.0,0.0,0.0,34977.81,12765.32,22396.27,12029.2,12421.55,37336.32,2805.89,21985.52,6152.63
162,05/01/2015,121978.62,225167.1,0.0,0.0,36794.09,36794.09,0.0,0.0,0.0,0.0,26161.92,0.0,0.0,0.0,0.0,34363.72,12538.72,22638.98,12012.79,12156.67,37519.34,2745.38,22108.98,6126.51
163,05/02/2015,121978.62,233306.79,0.0,0.0,38150.98,38150.98,0.0,0.0,0.0,0.0,27426.82,0.0,0.0,0.0,0.0,35861.19,13032.83,23490.6,12561.38,12880.67,37748.31,3062.82,22682.86,6408.33
164,05/03/2015,121978.62,236021.67,0.0,0.0,38727.07,38727.07,0.0,0.0,0.0,0.0,27912.03,0.0,0.0,0.0,0.0,36579.36,13838.99,22839.32,12733.75,12634.14,38847.02,2881.19,22413.36,6615.44
165,05/04/2015,121978.62,241139.64,0.0,0.0,39154.47,39154.47,0.0,0.0,0.0,0.0,29721.98,0.0,0.0,0.0,0.0,36764.23,14334.43,23203.6,13171.52,12815.95,39579.48,2728.59,22660.41,7004.98
166,05/05/2015,121978.62,240515.38,0.0,0.0,39358.89,39358.89,0.0,0.0,0.0,0.0,30074.04,0.0,0.0,0.0,0.0,36994.32,14829.89,22872.43,12903.38,12711.19,38794.69,2848.84,22435.82,6691.89
167,05/06/2015,121978.62,240551.37,0.0,0.0,39990.71,39990.71,0.0,0.0,0.0,0.0,29683.61,0.0,0.0,0.0,0.0,37555.56,15023.03,22430.88,12443.72,12156.51,39448.69,2779.18,22143.86,6895.62
168,05/07/2015,121978.62,234947.52,0.0,0.0,39340.31,39340.31,0.0,0.0,0.0,0.0,28367.91,0.0,0.0,0.0,0.0,36397.16,14426.81,22254.26,12364.38,12085.64,38323.82,2522.08,21964.2,6900.95
169,05/08/2015,121978.62,238216.87,0.0,0.0,40455.29,40455.29,0.0,0.0,0.0,0.0,28945.65,0.0,0.0,0.0,0.0,37298.87,14544.37,22673.73,12142.76,11848.36,38820.85,2142.23,22244.93,7099.83
170,05/09/2015,121978.62,238216.87,0.0,0.0,40455.29,40455.29,0.0,0.0,0.0,0.0,28945.65,0.0,0.0,0.0,0.0,37298.87,14544.37,22673.73,12142.76,11848.36,38820.85,2142.23,22244.93,7099.83
171,05/10/2015,121978.62,228146.96,0.0,0.0,39377.47,39377.47,0.0,0.0,0.0,0.0,26693.36,0.0,0.0,0.0,0.0,36193.67,13427.51,22530.22,11562.71,11469.34,36361.85,2159.65,22031.57,6339.61
172,05/11/2015,121978.62,236258.37,0.0,0.0,40771.2,40771.2,0.0,0.0,0.0,0.0,28056.47,0.0,0.0,0.0,0.0,37286.91,13780.21,22441.91,11975.85,11900.75,39187.09,2299.81,22054.03,6504.14
173,05/12/2015,121978.62,239327.23,0.0,0.0,41347.27,41347.27,0.0,0.0,0.0,0.0,28171.57,0.0,0.0,0.0,0.0,38119.47,14267.26,22839.32,11817.16,11506.32,40024.19,2201.12,22402.14,6631.41
174,05/01/2016,121978.62,233783.12,0.0,0.0,39934.96,39934.96,0.0,0.0,0.0,0.0,27092.82,0.0,0.0,0.0,0.0,36882.6,14292.45,22673.73,11784.33,11133.46,38716.22,2211.9,22402.14,6658.51
175,05/02/2016,121978.62,225331.42,0.0,0.0,38805.91,38805.91,0.0,0.0,0.0,0.0,25590.3,0.0,0.0,0.0,0.0,35226.58,13622.32,22631.7,11317.83,10968.11,36339.23,2465.16,22190.89,6173.39
176,05/03/2016,121978.62,235689.3,0.0,0.0,39902.44,39902.44,0.0,0.0,0.0,0.0,27222.14,0.0,0.0,0.0,0.0,36382.44,14672.13,22631.7,12311.15,11871.08,39086.26,3033.34,22123.5,6453.12
177,05/04/2016,121978.62,238982.14,0.0,0.0,40552.92,40552.92,0.0,0.0,0.0,0.0,27495.24,0.0,0.0,0.0,0.0,36170.95,14210.21,23172.65,12447.96,12475.11,40263.55,3142.83,22595.17,6455.55
178,05/05/2016,121978.62,237219.05,0.0,0.0,39456.4,39456.4,0.0,0.0,0.0,0.0,27603.58,0.0,0.0,0.0,0.0,35759.95,14210.21,23371.37,12171.59,12179.26,39557.17,3675.35,22763.63,6470.54
179,05/06/2016,121978.62,241873.87,0.0,0.0,40441.41,40441.41,0.0,0.0,0.0,0.0,28461.25,0.0,0.0,0.0,0.0,36514.12,14084.24,23691.52,12439.75,12305.61,40996.09,3473.79,22831.0,6635.09
180,05/07/2016,121978.62,253943.19,0.0,0.0,41891.06,41891.06,0.0,0.0,0.0,0.0,28720.81,0.0,0.0,0.0,0.0,36873.25,15797.52,24044.8,13903.74,13960.54,43638.47,4782.68,23145.45,7184.87
181,05/08/2016,121978.62,260194.25,0.0,0.0,42876.07,42876.07,0.0,0.0,0.0,0.0,29418.24,0.0,0.0,0.0,0.0,37298.88,15873.11,24784.47,14150.02,14173.18,45417.49,5090.4,23583.43,7528.96
182,05/09/2016,121978.62,264280.15,0.0,0.0,43879.68,43879.68,0.0,0.0,0.0,0.0,30772.46,0.0,0.0,0.0,0.0,38358.98,16049.48,25336.46,14193.81,14240.98,45757.6,4392.0,24021.4,7277.3
183,05/10/2016,121978.62,271159.22,0.0,0.0,45106.3,45106.3,0.0,0.0,0.0,0.0,31844.55,0.0,0.0,0.0,0.0,38901.66,16864.13,25071.5,14908.01,15005.27,47431.98,4533.84,23931.56,7560.42
184,05/11/2016,121978.62,266004.41,0.0,0.0,42151.25,42151.25,0.0,0.0,0.0,0.0,32505.86,0.0,0.0,0.0,0.0,37668.65,17569.6,24320.8,14746.56,14906.65,47170.36,4459.18,23527.28,6978.22
185,05/12/2016,121978.62,259954.6,0.0,0.0,40013.95,40013.95,0.0,0.0,0.0,0.0,31368.32,0.0,0.0,0.0,0.0,36504.81,17720.78,23978.56,13865.44,13750.98,49027.87,3612.3,23201.6,6909.99
186,05/01/2017,121978.62,274693.43,0.0,0.0,42708.8,42708.8,0.0,0.0,0.0,0.0,35101.47,0.0,0.0,0.0,0.0,38574.46,18468.24,24398.07,14306.0,14536.84,51827.22,3918.37,23527.28,7326.68
187,05/02/2017,121978.62,272785.99,0.0,0.0,42195.63,42195.63,0.0,0.0,0.0,0.0,34732.91,0.0,0.0,0.0,0.0,37679.98,18025.85,24236.88,14423.08,14743.11,51653.21,4223.44,23475.43,7396.47
188,05/03/2017,121978.62,286375.52,0.0,0.0,44333.29,44333.29,0.0,0.0,0.0,0.0,35764.56,0.0,0.0,0.0,0.0,39304.3,19117.83,24733.76,15285.19,15680.16,56127.72,4196.89,23812.4,8019.42
189,05/04/2017,121978.62,285723.76,0.0,0.0,44500.59,44500.59,0.0,0.0,0.0,0.0,36207.02,0.0,0.0,0.0,0.0,39711.38,18672.64,24910.43,15506.87,15846.61,54426.88,4217.63,23902.26,7821.45
190,05/05/2017,121978.62,286017.56,0.0,0.0,45021.06,45021.06,0.0,0.0,0.0,0.0,37401.21,0.0,0.0,0.0,0.0,40389.84,18227.45,24976.68,15183.93,15498.3,53772.71,3786.24,24025.81,7734.33
191,05/06/2017,121978.62,295281.09,0.0,0.0,47233.08,47233.08,0.0,0.0,0.0,0.0,39514.17,0.0,0.0,0.0,0.0,41951.63,18958.23,25197.52,15640.98,15892.85,55028.71,3975.39,24149.37,7739.16
192,05/07/2017,121978.62,288931.44,0.0,0.0,45504.36,45504.36,0.0,0.0,0.0,0.0,38902.4,0.0,0.0,0.0,0.0,40500.26,18513.04,25053.97,15216.77,15556.87,53929.71,3793.7,24115.67,7844.69
193,05/08/2017,121978.62,291991.06,0.0,0.0,45560.12,45560.12,0.0,0.0,0.0,0.0,39861.81,0.0,0.0,0.0,0.0,40615.99,18639.04,25252.73,15512.35,15840.44,54976.38,3772.97,24261.69,7697.54
194,05/09/2017,121978.62,294821.59,0.0,0.0,46229.31,46229.31,0.0,0.0,0.0,0.0,39812.15,0.0,0.0,0.0,0.0,39523.8,18462.65,25374.19,15616.34,16423.02,57017.39,4138.81,24362.79,7861.14
195,05/10/2017,121978.62,293163.91,0.0,0.0,46470.96,46470.96,0.0,0.0,0.0,0.0,39548.03,0.0,0.0,0.0,0.0,39784.55,18714.63,25175.43,15241.39,15886.68,56572.56,3830.22,24216.76,7722.7
196,05/11/2017,121978.62,298662.33,0.0,0.0,46731.19,46731.19,0.0,0.0,0.0,0.0,39927.27,0.0,0.0,0.0,0.0,40210.25,19613.41,25274.81,15900.98,16398.37,59084.56,3729.83,24306.62,7485.04
197,05/12/2017,121978.62,294438.28,0.0,0.0,45857.54,45857.54,0.0,0.0,0.0,0.0,38762.44,0.0,0.0,0.0,0.0,39264.39,19311.02,25462.53,15484.98,16019.23,58901.39,3594.61,24317.85,7462.3
198,05/01/2018,121978.62,302128.29,0.0,0.0,47251.66,47251.66,0.0,0.0,0.0,0.0,39457.73,0.0,0.0,0.0,0.0,40311.36,20545.78,25462.53,16076.13,16956.28,60235.9,3760.52,24407.71,7662.69
199,05/02/2018,121978.62,297126.83,0.0,0.0,45945.88,45945.88,0.0,0.0,0.0,0.0,39135.46,0.0,0.0,0.0,0.0,38664.04,20299.94,25226.92,15785.29,16470.87,60228.06,3543.43,24279.68,7547.26
200,05/03/2018,121978.62,291426.9,0.0,0.0,44123.66,44123.66,0.0,0.0,0.0,0.0,38313.51,0.0,0.0,0.0,0.0,36846.27,19720.18,25127.51,15812.66,16356.8,60437.46,3278.7,24178.57,7231.58
201,05/04/2018,121978.62,285031.09,0.0,0.0,43770.38,43770.38,0.0,0.0,0.0,0.0,36674.11,0.0,0.0,0.0,0.0,36751.8,18854.74,25138.56,15374.63,16039.22,58029.38,3223.94,24122.38,7051.95
202,05/05/2018,121978.62,299670.15,0.0,0.0,47042.93,47042.93,0.0,0.0,0.0,0.0,39584.82,0.0,0.0,0.0,0.0,39272.18,19678.17,25061.24,16034.41,16594.2,61458.27,3378.29,24133.62,7432.02
203,05/06/2018,121978.62,306051.59,0.0,0.0,48549.05,48549.05,0.0,0.0,0.0,0.0,38324.79,0.0,0.0,0.0,0.0,40121.18,19627.75,25028.11,16524.45,16427.71,66169.72,3383.27,24099.92,7795.64
204,05/07/2018,121978.62,303063.44,0.0,0.0,47842.48,47842.48,0.0,0.0,0.0,0.0,37771.56,0.0,0.0,0.0,0.0,39513.03,18585.88,24917.65,16365.67,16255.05,66405.29,3421.44,24021.26,7964.13
205,05/08/2018,121978.62,308592.61,0.0,0.0,48028.41,48028.41,0.0,0.0,0.0,0.0,38799.0,0.0,0.0,0.0,0.0,39977.46,19484.92,25138.56,16702.4,16375.3,68394.57,3263.77,24054.97,8373.25
206,05/09/2018,121978.62,315682.31,0.0,0.0,48288.73,48288.73,0.0,0.0,0.0,0.0,38749.32,0.0,0.0,0.0,0.0,40024.03,19585.74,25237.96,17460.73,16110.14,74283.89,2956.73,24111.15,8873.89
207,05/10/2018,121978.62,310319.15,0.0,0.0,47842.48,47842.48,0.0,0.0,0.0,0.0,38320.28,0.0,0.0,0.0,0.0,39022.0,20140.3,24796.16,16267.11,15111.15,73027.5,2992.41,23965.09,8834.67
208,05/11/2018,121978.62,297553.15,0.0,0.0,45927.28,45927.28,0.0,0.0,0.0,0.0,36644.76,0.0,0.0,0.0,0.0,37662.01,19132.02,25028.11,16015.25,15206.73,66640.86,3074.57,23953.86,8267.7
209,05/12/2018,121978.62,298410.9,0.0,0.0,45648.38,45648.38,0.0,0.0,0.0,0.0,36775.73,0.0,0.0,0.0,0.0,36569.48,18989.18,24553.17,16817.37,15758.64,68028.13,3015.65,23594.32,8660.85
